Cluster;Reproducibility;Log2.Abundance.;Average.Spearmann.Correlation.Coefficient.between.Replicates;PearsonCorrCoeff_to_ME;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F1415;F1617;F18;Maximum.Fraction;Average.Fraction;No.of.peaks;Peak.fractions;Feature.Type;Feature.Subtype;Amino.Acid.Sequence.Length;locustag_ID;locustag;genename_1;TU;annotation..cyanobase.;GO.NAME;GOT_DNA_RNA_Nucleotide;Gene_ID_IndMode;location
2;All Replicates;30.462;0.863;0.984;0.021;0.172;0.465;0.241;0.067;0.024;0.007;0.002;0.001;0;0;0;0;0;0;0;3;3.2796;1;3;Protein;Protein;286;"slr1612;slr0976";slr1612;NA;;NA;NA;No_GO;slr1612,slr0976 (Protein);Chr
10;All Replicates;2.274;0.51;0.797;0;0;0.005;0;0.294;0.205;0.219;0.104;0.051;0.061;0.016;0.007;0;0.006;0.032;0;5;7.0261;2;5, 7;RNA;aRNA;NA;slr1612-as;slr1612;NA;;NA;NA;;slr1612-as (asRNA);Chr
10;All Replicates;4.137;0.641;0.966;0;0;0.002;0.007;0.048;0.259;0.307;0.093;0.038;0.089;0.096;0.016;0.011;0.011;0.024;0;7;7.888;2;7, 11;RNA;mRNA;NA;slr1613;slr1613;NA;TU355;hypothetical protein;NA;;slr1613 (mRNA / CDS) - TU355;Chr
4;All Replicates;28.044;0.961;0.982;0;0.007;0.211;0.557;0.195;0.03;0;0;0.001;0;0;0;0;0;0;0;4;4.0343;1;4;Protein;Protein;196;slr1613;slr1613;NA;TU355;hypothetical protein;NA;No_GO;slr1613 (Protein) - TU355;Chr
10;All Replicates;2.824;0.448;0.904;0;0;0.009;0.017;0.064;0.162;0.474;0.059;0.046;0.083;0.02;0.048;0.018;0;0;0;7;7.4536;2;7, 10;RNA;mRNA;NA;slr1614;slr1614;NA;TU355;hypothetical protein;NA;;slr1614 (mRNA / CDS) - TU355;Chr
2;All Replicates;23.263;0.804;0.982;0;0.151;0.692;0.137;0.02;0;0;0;0;0;0;0;0;0;0;0;3;3.0261;1;3;Protein;Protein;101;slr1614;slr1614;NA;TU355;hypothetical protein;NA;No_GO;slr1614 (Protein) - TU355;Chr
10;All Replicates;3.584;0.624;0.972;0;0;0.008;0.042;0.064;0.24;0.256;0.074;0.068;0.104;0.057;0.033;0.032;0.021;0;0;7;7.743;2;7, 10;RNA;mRNA;NA;slr1616;slr1616;NA;TU355;unknown protein;C-terminal protein amino acid modification, ribosomal S6-glutamic acid ligase activity, SOS response, cytoplasm, ATP binding, metal ion binding, nucleotide binding,;;slr1616 (mRNA / CDS) - TU355;Chr
7;All Replicates;29.442;0.895;0.985;0;0;0.008;0.364;0.377;0.18;0.044;0.017;0.006;0.003;0.001;0;0;0;0;0;5;4.9896;1;5;Protein;Protein;341;slr1616;slr1616;NA;TU355;unknown protein;C-terminal protein amino acid modification, ribosomal S6-glutamic acid ligase activity, SOS response, cytoplasm, ATP binding, metal ion binding, nucleotide binding,;Nucleotide;slr1616 (Protein) - TU355;Chr
10;All Replicates;4.387;0.651;0.944;0;0;0.005;0;0.128;0.207;0.282;0.06;0.034;0.052;0.051;0.025;0.018;0.032;0.046;0.06;7;8.5636;1;7;RNA;mRNA;NA;slr1617;slr1617;NA;TU355;similar to UDP-glucose 4-epimerase;L-threonine 3-dehydrogenase activity, threonine catabolic process, oxidation-reduction process, catalytic activity, coenzyme binding,;;slr1617 (mRNA / CDS) - TU355;Chr
10;All Replicates;28.938;0.946;0.945;0;0;0.002;0.024;0.134;0.212;0.284;0.168;0.08;0.045;0.027;0.011;0.004;0.001;0;0.007;7;7.1801;1;7;Protein;Protein;411;slr1617;slr1617;NA;TU355;similar to UDP-glucose 4-epimerase;L-threonine 3-dehydrogenase activity, threonine catabolic process, oxidation-reduction process, catalytic activity, coenzyme binding,;No_GO;slr1617 (Protein) - TU355;Chr
10;All Replicates;3.856;0.741;0.944;0;0;0.001;0.022;0.175;0.196;0.296;0.05;0.056;0.069;0.063;0.021;0.015;0.015;0.02;0;7;7.4966;2;7, 10;RNA;mRNA;NA;slr1618;slr1618;NA;TU355;unknown protein;NA;;slr1618 (mRNA / CDS) - TU355;Chr
5;All Replicates;28.991;0.787;0.987;0;0;0.076;0.555;0.281;0.073;0.011;0.002;0;0.001;0;0;0;0;0;0.001;4;4.4144;1;4;Protein;Protein;261;slr1618;slr1618;NA;TU355;unknown protein;NA;No_GO;slr1618 (Protein) - TU355;Chr
10;All Replicates;4.245;0.735;0.985;0;0;0.001;0.01;0.08;0.258;0.348;0.103;0.051;0.051;0.055;0.014;0.013;0.01;0.008;0;7;7.4133;1;7;RNA;mRNA;NA;slr1619;slr1619;NA;TU355;hypothetical protein;DIM/DIP cell wall layer assembly, chondroitin sulfate biosynthetic process, methylation, methyltransferase activity, lipid biosynthetic process,;;slr1619 (mRNA / CDS) - TU355;Chr
6;All Replicates;30.99;0.964;0.962;0;0.002;0.106;0.348;0.257;0.187;0.078;0.014;0.004;0.003;0.001;0;0;0;0;0;4;4.8545;1;4;Protein;Protein;249;slr1619;slr1619;NA;TU355;hypothetical protein;DIM/DIP cell wall layer assembly, chondroitin sulfate biosynthetic process, methylation, methyltransferase activity, lipid biosynthetic process,;No_GO;slr1619 (Protein) - TU355;Chr
10;All Replicates;4.468;0.657;0.922;0;0;0.004;0.048;0.08;0.135;0.216;0.111;0.069;0.059;0.066;0.036;0.032;0.016;0.029;0.099;7;9.0829;3;7, 11, 18;RNA;mRNA;NA;slr1624;slr1624;NA;TU2113;hypothetical protein;NA;;slr1624 (mRNA / CDS) - TU2113;Chr
5;All Replicates;32.048;0.91;0.986;0.01;0.031;0.195;0.523;0.175;0.043;0.014;0.004;0.001;0.002;0.001;0;0;0;0;0;4;4.0566;1;4;Protein;Protein;458;slr1624;slr1624;NA;TU2113;hypothetical protein;NA;No_GO;slr1624 (Protein) - TU2113;Chr
9;All Replicates;3.782;0.787;0.902;0;0;0.009;0.098;0.417;0.242;0.16;0.035;0.005;0;0.009;0;0.01;0.003;0.01;0;5;5.8436;1;5;RNA;aRNA;NA;slr1624-as;slr1624;NA;;hypothetical protein;NA;;slr1624-as (asRNA);Chr
10;All Replicates;2.5;0.349;0.758;0;0;0.005;0.051;0;0.188;0.187;0.103;0.114;0.037;0.009;0.051;0.112;0.032;0;0.112;6;9.5132;4;6, 9, 13, 18;RNA;mRNA;NA;slr1626;slr1626;NA;TU2118;dihydroneopterin aldolase;folic acid-containing compound metabolic process, dihydroneopterin aldolase activity, folic acid biosynthetic process, lyase activity, tetrahydrofolate biosynthetic process,;;slr1626 (mRNA / CDS) - TU2118;Chr
9;All Replicates;29.623;0.926;0.972;0;0;0.013;0.074;0.236;0.397;0.201;0.054;0.013;0.01;0.003;0;0;0;0;0;6;5.9797;1;6;Protein;Protein;150;slr1626;slr1626;NA;TU2118;dihydroneopterin aldolase;folic acid-containing compound metabolic process, dihydroneopterin aldolase activity, folic acid biosynthetic process, lyase activity, tetrahydrofolate biosynthetic process,;No_GO;slr1626 (Protein) - TU2118;Chr
10;All Replicates;2.264;0.605;0.952;0;0;0;0;0.134;0.232;0.301;0.083;0.029;0.049;0.052;0.008;0.039;0.074;0;0;7;7.8229;2;7, 14.5;RNA;mRNA;NA;slr1628;slr1628;NA;TU2122;hypothetical protein;NA;;slr1628 (mRNA / CDS) - TU2122;Chr
2;All Replicates;28.095;0.785;0.887;0.009;0.236;0.333;0.262;0.115;0.038;0.002;0.001;0.001;0;0.001;0;0;0;0;0;3;3.3935;1;3;Protein;Protein;134;slr1628;slr1628;NA;TU2122;hypothetical protein;NA;No_GO;slr1628 (Protein) - TU2122;Chr
10;All Replicates;2.889;0.569;0.78;0;0;0.002;0.013;0.206;0.133;0.16;0.069;0.116;0.095;0.076;0.054;0.037;0.017;0.024;0;5;8.1321;3;5, 7, 9;RNA;mRNA;NA;slr1629;slr1629;NA;TU2122;ribosomal large subunit pseudouridine synthase D;pseudouridine synthase activity, enzyme-directed rRNA pseudouridine synthesis, pseudouridine synthesis, RNA binding, RNA modification, isomerase activity,;;slr1629 (mRNA / CDS) - TU2122;Chr
3;All Replicates;25.701;0.835;0.982;0;0.023;0.328;0.322;0.135;0.07;0.058;0.033;0.011;0.021;0;0;0;0;0;0;3;4.388;1;3;Protein;Protein;327;slr1629;slr1629;NA;TU2122;ribosomal large subunit pseudouridine synthase D;pseudouridine synthase activity, enzyme-directed rRNA pseudouridine synthesis, pseudouridine synthesis, RNA binding, RNA modification, isomerase activity,;RNA;slr1629 (Protein) - TU2122;Chr
10;All Replicates;13.846;0.935;0.985;0;0;0.001;0.006;0.073;0.192;0.315;0.136;0.065;0.061;0.058;0.034;0.026;0.012;0.012;0.01;7;7.9556;1;7;RNA;mRNA;NA;slr1634;slr1634;NA;TU2127;hypothetical protein;integral component of membrane, membrane,;;slr1634 (mRNA / CDS) - TU2127;Chr
5;All Replicates;28.828;0.793;0.989;0;0.001;0.186;0.567;0.157;0.058;0.02;0.008;0.001;0.001;0;0;0;0;0;0;4;4.194;1;4;Protein;Protein;124;slr1634;slr1634;NA;TU2127;hypothetical protein;integral component of membrane, membrane,;No_GO;slr1634 (Protein) - TU2127;Chr
10;All Replicates;12.688;0.95;0.948;0;0;0.001;0.017;0.19;0.244;0.285;0.104;0.044;0.036;0.031;0.018;0.015;0.006;0.005;0.003;7;7.0505;1;7;RNA;3UTR;NA;slr1634-3UTR;slr1634;NA;TU2127;hypothetical protein;integral component of membrane, membrane,;;slr1634-3UTR (3'UTR) - TU2127;Chr
10;All Replicates;10.493;0.883;0.972;0;0;0;0.003;0.046;0.181;0.297;0.11;0.065;0.071;0.081;0.048;0.04;0.02;0.019;0.02;7;8.5191;2;7, 11;RNA;5UTR;NA;slr1634-5UTR;slr1634;NA;TU2127;hypothetical protein;integral component of membrane, membrane,;;slr1634-5UTR (5'UTR) - TU2127;Chr
14;All Replicates;2.355;0.694;0.96;0;0;0.013;0.106;0.011;0.038;0.025;0.066;0.245;0.256;0.14;0.042;0.042;0.009;0.006;0;10;9.0252;2;4, 10;RNA;Transposase;NA;slr1635;slr1635;NA;TU2129;NA;;;slr1635 (transp mRNA / CDS) - TU2129;Chr
10;All Replicates;2.496;0.575;0.826;0;0;0.016;0.118;0.016;0.124;0.22;0.085;0.108;0.093;0.086;0.046;0.065;0.024;0;0;7;8.1457;4;4, 7, 9, 13;RNA;mRNA;NA;slr1636;slr1636;NA;TU2129;unknown protein;NA;;slr1636 (mRNA / CDS) - TU2129;Chr
2;All Replicates;24.984;0.927;0.976;0;0.01;0.609;0.313;0.069;0;0;0;0;0;0;0;0;0;0;0;3;3.4402;1;3;Protein;Protein;206;slr1636;slr1636;NA;TU2129;unknown protein;NA;No_GO;slr1636 (Protein) - TU2129;Chr
10;All Replicates;4.251;0.798;0.821;0;0;0.001;0.012;0.048;0.112;0.176;0.107;0.116;0.089;0.097;0.1;0.076;0.022;0.044;0;7;9.2848;3;7, 9, 12;RNA;mRNA;NA;slr1644;slr1644;NA;TU2147;hypothetical protein;membrane, integral component of membrane,;;slr1644 (mRNA / CDS) - TU2147;Chr
5;All Replicates;27.62;0.759;0.992;0;0;0.179;0.574;0.179;0.034;0.002;0;0.005;0.02;0.002;0;0;0.002;0.003;0;4;4.2957;1;4;Protein;Protein;290;slr1644;slr1644;NA;TU2147;hypothetical protein;membrane, integral component of membrane,;No_GO;slr1644 (Protein) - TU2147;Chr
10;All Replicates;2.85;0.647;0.666;0;0;0.018;0.071;0;0.062;0.204;0.121;0.06;0.113;0.128;0.081;0.108;0.016;0.017;0;7;9.0783;4;4, 7, 11, 13;RNA;mRNA;NA;slr1647;slr1647;NA;TU2148;hypothetical protein;cellular iron ion homeostasis, integral component of plasma membrane, integral component of membrane, membrane, plasma membrane,;;slr1647 (mRNA / CDS) - TU2148;Chr
8;All Replicates;24.885;0.793;0.884;0;0;0;0.216;0.778;0;0;0;0;0.004;0;0;0;0;0;0.002;5;4.8227;1;5;Protein;Protein;259;slr1647;slr1647;NA;TU2148;hypothetical protein;cellular iron ion homeostasis, integral component of plasma membrane, integral component of membrane, membrane, plasma membrane,;No_GO;slr1647 (Protein) - TU2148;Chr
10;All Replicates;4.678;0.711;0.958;0;0;0.006;0.015;0.07;0.168;0.196;0.101;0.086;0.094;0.074;0.045;0.065;0.037;0.044;0;7;8.7802;3;7, 10, 13;RNA;mRNA;NA;slr1648;slr1648;NA;TU2150;hypothetical protein;carotene catabolic process, carotenoid dioxygenase activity, oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen, oxidation-reduction process, metal ion binding, dioxygenase activity, oxidoreductase activity,;;slr1648 (mRNA / CDS) - TU2150;Chr
7;All Replicates;28.57;0.745;0.97;0;0;0.006;0.419;0.468;0.089;0.009;0.004;0.004;0;0;0;0;0;0;0;5;4.7044;1;5;Protein;Protein;480;slr1648;slr1648;NA;TU2150;hypothetical protein;carotene catabolic process, carotenoid dioxygenase activity, oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen, oxidation-reduction process, metal ion binding, dioxygenase activity, oxidoreductase activity,;No_GO;slr1648 (Protein) - TU2150;Chr
10;All Replicates;3.212;0.52;0.893;0;0;0.016;0.098;0.064;0.178;0.227;0.059;0.04;0.135;0.082;0.041;0.054;0;0.005;0;7;7.7803;3;4, 7, 10;RNA;mRNA;NA;slr1657;slr1657;NA;TU3638;hypothetical protein;negative regulation of bacterial-type flagellum-dependent cell motility, diguanylate cyclase activity, cell adhesion involved in single-species biofilm formation, plasma membrane,;;slr1657 (mRNA / CDS) - TU3638;Chr
5;All Replicates;24.892;0.818;0.977;0;0;0.012;0.788;0.179;0.022;0;0;0;0;0;0;0;0;0;0;4;4.2109;1;4;Protein;Protein;275;slr1657;slr1657;NA;TU3638;hypothetical protein;negative regulation of bacterial-type flagellum-dependent cell motility, diguanylate cyclase activity, cell adhesion involved in single-species biofilm formation, plasma membrane,;No_GO;slr1657 (Protein) - TU3638;Chr
5;All Replicates;29.394;0.885;0.973;0;0.002;0.169;0.427;0.218;0.102;0.035;0.01;0.017;0.006;0.001;0.001;0;0.001;0;0.012;4;4.703;1;4;Protein;Protein;199;slr1658;slr1658;NA;TU3638;unknown protein;NA;No_GO;slr1658 (Protein) - TU3638;Chr
4;All Replicates;29.212;0.911;0.956;0.001;0.024;0.294;0.344;0.221;0.084;0.018;0.003;0.004;0.004;0.003;0;0;0;0;0;4;4.1762;1;4;Protein;Protein;113;slr1659;slr1659;NA;TU3638;hypothetical protein;NA;No_GO;slr1659 (Protein) - TU3638;Chr
10;All Replicates;2.519;0.611;0.774;0;0;0.006;0.01;0.066;0.032;0.356;0.085;0.103;0.105;0.068;0.07;0.019;0.079;0;0;7;8.7228;5;5, 7, 10, 12, 14.5;RNA;mRNA;NA;slr1660;slr1660;NA;TU3640;hypothetical protein;membrane, integral component of membrane,;;slr1660 (mRNA / CDS) - TU3640;Chr
17;All Replicates;23.466;0.461;0.997;0;0;0;0;0.054;0;0;0;0;0;0.029;0.041;0.012;0.006;0;0.858;18;16.7623;1;18;Protein;Protein;192;slr1660;slr1660;NA;TU3640;hypothetical protein;membrane, integral component of membrane,;No_GO;slr1660 (Protein) - TU3640;Chr
10;All Replicates;4.082;0.626;0.951;0;0;0.003;0.06;0.127;0.172;0.193;0.108;0.08;0.092;0.074;0.032;0.029;0.007;0.022;0;7;7.8167;2;7, 10;RNA;mRNA;NA;slr1661;slr1661;NA;TU3645;hypothetical protein;type V protein secretion system complex, protein secretion by the type V secretion system, protein transmembrane transporter activity,;;slr1661 (mRNA / CDS) - TU3645;Chr
8;All Replicates;24.068;0.813;0.99;0;0;0;0.123;0.565;0.283;0.03;0;0;0;0;0;0;0;0;0;5;5.2194;1;5;Protein;Protein;654;slr1661;slr1661;NA;TU3645;hypothetical protein;type V protein secretion system complex, protein secretion by the type V secretion system, protein transmembrane transporter activity,;No_GO;slr1661 (Protein) - TU3645;Chr
13;All Replicates;3.019;0.243;0.944;0.001;0.001;0.007;0.146;0.035;0.12;0.116;0.103;0.129;0.137;0.099;0.039;0.029;0.014;0;0.024;4;8.2382;3;4, 6, 10;RNA;mRNA;NA;slr1664;slr1664;NA;TU3648;hypothetical protein;cation transmembrane transport, potassium ion transport, cation transmembrane transporter activity, membrane, ion transport, integral component of membrane,;;slr1664 (mRNA / CDS) - TU3648;Chr
9;All Replicates;25.053;0.857;0.992;0;0;0;0;0.349;0.502;0.129;0.016;0;0;0;0;0;0;0;0.003;6;5.8435;1;6;Protein;Protein;670;slr1664;slr1664;NA;TU3648;hypothetical protein;cation transmembrane transport, potassium ion transport, cation transmembrane transporter activity, membrane, ion transport, integral component of membrane,;No_GO;slr1664 (Protein) - TU3648;Chr
10;All Replicates;10.271;0.902;0.978;0;0;0.001;0.012;0.123;0.255;0.32;0.1;0.036;0.039;0.037;0.021;0.021;0.012;0.015;0.01;7;7.4802;1;7;RNA;mRNA;NA;slr1667;slr1667;NA;TU3658;NA;NA;;slr1667 (mRNA / CDS) - TU3658;Chr
0;Replicate 1 + 2;1;-1;-1;0;0;0;0;0;0;0.538;0.462;0;0;0;0;0;0;0;0;7;7.4623;1;7;Protein;Protein;178;slr1667;slr1667;NA;TU3658;NA;NA;;slr1667 (Protein) - TU3658;Chr
10;All Replicates;5.398;0.831;0.962;0;0;0;0.006;0.106;0.277;0.373;0.069;0.028;0.031;0.027;0.027;0.019;0.011;0.014;0.012;7;7.417;1;7;RNA;3UTR;NA;slr1667-3UTR;slr1667;NA;TU3658;NA;NA;;slr1667-3UTR (3'UTR) - TU3658;Chr
10;All Replicates;7.789;0.854;0.897;0;0;0.004;0.046;0.21;0.278;0.268;0.074;0.02;0.021;0.018;0.014;0.012;0.008;0.016;0.011;6;6.8655;1;6;RNA;5UTR;NA;slr1667-5UTR;slr1667;NA;TU3658;NA;NA;;slr1667-5UTR (5'UTR) - TU3658;Chr
10;All Replicates;8.73;0.914;0.984;0;0;0.001;0.006;0.077;0.209;0.311;0.11;0.047;0.05;0.054;0.041;0.046;0.019;0.019;0.01;7;8.1034;1;7;RNA;mRNA;NA;slr1668;slr1668;NA;TU3661;periplasmic protein, function unknown (target gene of sycrp1);outer membrane-bounded periplasmic space, cell wall organization,;;slr1668 (mRNA / CDS) - TU3661;Chr
2;All Replicates;29.391;0.738;0.984;0.001;0.202;0.589;0.163;0.035;0.005;0.002;0;0;0;0.001;0;0.001;0;0;0;3;3.0704;1;3;Protein;Protein;280;slr1668;slr1668;NA;TU3661;periplasmic protein, function unknown (target gene of sycrp1);outer membrane-bounded periplasmic space, cell wall organization,;No_GO;slr1668 (Protein) - TU3661;Chr
10;All Replicates;5.556;0.773;0.97;0;0;0;0.006;0.089;0.239;0.367;0.085;0.035;0.039;0.036;0.03;0.03;0.011;0.023;0.012;7;7.7358;1;7;RNA;5UTR;NA;slr1668-5UTR;slr1668;NA;TU3661;periplasmic protein, function unknown (target gene of sycrp1);outer membrane-bounded periplasmic space, cell wall organization,;;slr1668-5UTR (5'UTR) - TU3661;Chr
10;All Replicates;3.826;0.562;0.818;0;0;0.014;0.02;0.104;0.123;0.161;0.074;0.142;0.128;0.071;0.048;0.031;0.024;0.061;0;7;8.7559;2;7, 9;RNA;mRNA;NA;slr1670;slr1670;NA;;unknown protein;NA;;slr1670 (mRNA / CDS);Chr
9;All Replicates;26.331;0.627;0.93;0;0.001;0;0;0.332;0.37;0.106;0.006;0.003;0.011;0.01;0.004;0;0.156;0;0;6;7.2389;2;6, 14.5;Protein;Protein;885;slr1670;slr1670;NA;;unknown protein;NA;No_GO;slr1670 (Protein);Chr
10;All Replicates;4.468;0.517;0.798;0;0;0.007;0.009;0.092;0.088;0.155;0.097;0.077;0.093;0.076;0.049;0.064;0.043;0.066;0.084;7;10.0099;5;5, 7, 10, 13, 18;RNA;mRNA;NA;slr1677;slr1677;NA;TU2026;hypothetical protein;lipid A biosynthetic process, cytosol, phospholipid binding, lipid-A-disaccharide synthase activity,;;slr1677 (mRNA / CDS) - TU2026;Chr
2;All Replicates;23.337;0.777;0.888;0.016;0.233;0.335;0.215;0.143;0.049;0;0;0.01;0;0;0;0;0;0;0;3;3.4408;1;3;Protein;Protein;408;slr1677;slr1677;NA;TU2026;hypothetical protein;lipid A biosynthetic process, cytosol, phospholipid binding, lipid-A-disaccharide synthase activity,;No_GO;slr1677 (Protein) - TU2026;Chr
10;All Replicates;5.39;0.8;0.983;0;0;0;0.016;0.103;0.256;0.29;0.082;0.053;0.047;0.054;0.027;0.031;0.009;0.017;0.015;7;7.7532;1;7;RNA;mRNA;NA;slr1681;slr1681;NA;TU2036;unknown protein;NA;;slr1681 (mRNA / CDS) - TU2036;Chr
2;All Replicates;29.198;0.864;0.998;0;0.098;0.578;0.253;0.055;0.011;0.004;0;0;0;0;0;0;0;0;0;3;3.3203;1;3;Protein;Protein;320;slr1681;slr1681;NA;TU2036;unknown protein;NA;No_GO;slr1681 (Protein) - TU2036;Chr
13;All Replicates;3.122;0.499;0.922;0;0;0.004;0.116;0.112;0.045;0.077;0.089;0.186;0.219;0.083;0.018;0.031;0.019;0;0;10;8.2296;2;4, 10;RNA;Transposase;NA;slr1682;slr1682;NA;TU2036;NA;;;slr1682 (transp mRNA / CDS) - TU2036;Chr
14;All Replicates;3.1;0.668;0.982;0;0;0;0.079;0.028;0.099;0.042;0.106;0.245;0.236;0.128;0.022;0.017;0;0;0;9;8.634;3;4, 6, 9;RNA;Transposase;NA;slr1683;slr1683;NA;TU2041;NA;;;slr1683 (transp mRNA / CDS) - TU2041;Chr
10;All Replicates;2.383;0.628;0.828;0;0;0.018;0;0.044;0.258;0.145;0.158;0.076;0.098;0.027;0.055;0.058;0;0.063;0;6;8.5142;4;6, 8, 10, 16.5;RNA;mRNA;NA;slr1686;slr1686;NA;TU2045;hypothetical protein;NA;;slr1686 (mRNA / CDS) - TU2045;Chr
1;All Replicates;27.444;0.908;0.983;0.008;0.322;0.557;0.097;0.014;0;0;0;0;0;0.001;0;0;0;0;0.002;3;2.8181;1;3;Protein;Protein;141;slr1686;slr1686;NA;TU2045;hypothetical protein;NA;No_GO;slr1686 (Protein) - TU2045;Chr
10;All Replicates;1.909;0.839;0.951;0;0;0;0;0.043;0.259;0.342;0.171;0.085;0.022;0;0.069;0.009;0;0;0;7;7.4635;2;7, 12;RNA;3UTR;NA;slr1686-3UTR;slr1686;NA;TU2045;hypothetical protein;NA;;slr1686-3UTR (3'UTR) - TU2045;Chr
10;All Replicates;5.525;0.717;0.967;0;0;0.001;0.019;0.059;0.195;0.225;0.104;0.063;0.046;0.052;0.046;0.054;0.048;0.044;0.045;7;9.0271;1;7;RNA;mRNA;NA;slr1687;slr1687;NA;TU2046;hypothetical protein;NA;;slr1687 (mRNA / CDS) - TU2046;Chr
4;All Replicates;23.824;0.54;0.93;0;0;0.222;0.601;0;0;0.08;0.066;0.03;0;0;0;0;0;0;0;4;4.4345;2;4, 7;Protein;Protein;233;slr1687;slr1687;NA;TU2046;hypothetical protein;NA;No_GO;slr1687 (Protein) - TU2046;Chr
10;All Replicates;3.697;0.72;0.776;0;0;0;0.024;0.065;0.116;0.205;0.143;0.041;0.059;0.076;0.061;0.035;0.024;0;0.151;7;9.75;3;7, 11, 18;RNA;3UTR;NA;slr1687-3UTR;slr1687;NA;TU2046;hypothetical protein;NA;;slr1687-3UTR (3'UTR) - TU2046;Chr
7;All Replicates;24.309;0.538;0.886;0;0;0;0.28;0.247;0.255;0.152;0.058;0;0;0;0;0;0;0;0.007;4;5.5499;2;4, 6;Protein;Protein;261;slr1690;slr1690;NA;TU2057;hypothetical protein;hydrolase activity,;No_GO;slr1690 (Protein) - TU2057;Chr
10;All Replicates;2.503;0.598;0.84;0;0;0.012;0.065;0.1;0.29;0.145;0.092;0.115;0.104;0.049;0;0.028;0;0;0;6;7.267;2;6, 9;RNA;mRNA;NA;slr1692;slr1692;NA;TU2062;hypothetical protein;NA;;slr1692 (mRNA / CDS) - TU2062;Chr
6;All Replicates;24.989;0.77;0.948;0;0.001;0.006;0.423;0.249;0.22;0.101;0;0;0;0;0;0;0;0;0;4;4.983;1;4;Protein;Protein;332;slr1692;slr1692;NA;TU2062;hypothetical protein;NA;No_GO;slr1692 (Protein) - TU2062;Chr
10;All Replicates;3.012;0.674;0.901;0;0;0.001;0.032;0.209;0.188;0.235;0.1;0.088;0.077;0.019;0.014;0;0.015;0;0.023;7;7.3067;2;5, 7;RNA;mRNA;NA;slr1693;slr1693;NA;TU2063;two-component response regulator PatA subfamily;protein binding, phosphorelay signal transduction system,;;slr1693 (mRNA / CDS) - TU2063;Chr
10;All Replicates;27.145;0.858;0.905;0;0.001;0.003;0.068;0.096;0.255;0.242;0.202;0.09;0.038;0.004;0.001;0;0;0;0;6;6.8605;1;6;Protein;Protein;380;slr1693;slr1693;NA;TU2063;two-component response regulator PatA subfamily;protein binding, phosphorelay signal transduction system,;No_GO;slr1693 (Protein) - TU2063;Chr
10;All Replicates;2.982;0.594;0.831;0;0;0.001;0.017;0.23;0.145;0.213;0.092;0.116;0.095;0.031;0.051;0.008;0;0;0;5;7.3678;3;5, 7, 9;RNA;mRNA;NA;slr1694;slr1694;NA;TU2063;expression activator appA homolog;identical protein binding, protein binding, blue light signaling pathway, blue light photoreceptor activity, FAD binding, nucleotide binding,;;slr1694 (mRNA / CDS) - TU2063;Chr
11;All Replicates;29.316;0.894;0.965;0;0.015;0.077;0.047;0.017;0.013;0.245;0.34;0.181;0.053;0.008;0.002;0.001;0;0;0;8;7.3388;2;3, 8;Protein;Protein;150;slr1694;slr1694;NA;TU2063;expression activator appA homolog;identical protein binding, protein binding, blue light signaling pathway, blue light photoreceptor activity, FAD binding, nucleotide binding,;Nucleotide;slr1694 (Protein) - TU2063;Chr
10;All Replicates;2.7;0.569;0.915;0;0;0.005;0.059;0.144;0.132;0.223;0.093;0.113;0.079;0.032;0.04;0.055;0.025;0;0;7;7.7932;3;5, 7, 9;RNA;mRNA;NA;slr1699;slr1699;NA;;hypothetical protein;NA;;slr1699 (mRNA / CDS);Chr
6;All Replicates;26.108;0.677;0.984;0.001;0.006;0.048;0.451;0.264;0.068;0.034;0.056;0.023;0.002;0.047;0;0;0;0;0;4;5.1173;1;4;Protein;Protein;282;slr1699;slr1699;NA;;hypothetical protein;NA;No_GO;slr1699 (Protein);Chr
10;All Replicates;2.469;0.294;0.815;0.001;0;0.018;0.108;0.024;0.117;0.235;0.102;0.066;0.159;0.089;0.02;0.029;0.032;0;0;7;8.015;3;4, 7, 10;RNA;mRNA;NA;slr1702;slr1702;NA;TU712;hypothetical protein;NA;;slr1702 (mRNA / CDS) - TU712;Chr
5;All Replicates;28.73;0.972;0.766;0;0.004;0.12;0.276;0.098;0.05;0.205;0.111;0.052;0.033;0.026;0.014;0.007;0.001;0;0.001;4;5.9879;2;4, 7;Protein;Protein;251;slr1702;slr1702;NA;TU712;hypothetical protein;NA;No_GO;slr1702 (Protein) - TU712;Chr
10;All Replicates;10.358;0.905;0.982;0;0;0;0.006;0.073;0.173;0.262;0.133;0.059;0.065;0.068;0.054;0.044;0.025;0.02;0.017;7;8.4738;2;7, 11;RNA;mRNA;NA;slr1704;slr1704;NA;TU725;hypothetical protein;NA;;slr1704 (mRNA / CDS) - TU725;Chr
3;All Replicates;30.201;0.896;0.972;0.002;0.039;0.313;0.426;0.137;0.042;0.02;0.007;0.001;0.003;0.002;0.001;0.001;0.001;0;0.006;4;4.0626;1;4;Protein;Protein;274;slr1704;slr1704;NA;TU725;hypothetical protein;NA;No_GO;slr1704 (Protein) - TU725;Chr
